Publishing_Year,Book_Name,Author,Language_Code,Author_Rating,Average_Rating,Rating_Count,Gross_Sales_EUR,Publisher_Revenue_EUR,Publisher,Genre
1986,This Present Darkness,"Frank E, Peretti",en,Excellent,4.24,71815,352.82,0.0,"Amazon Digital Services,  Inc,",Thriller
2012,The Coincidence of Callie & Kayden,Jessica Sorensen,en,Excellent,4.21,97615,116820.0,70092.0,"Amazon Digital Services,  Inc,",Romance
2015,Fates and Furies,Lauren Groff,en,Intermediate,3.56,66085,862580.0,517548.0,Harper,Historical Fiction
1998,Summer Sisters,Judy Blume,en,Excellent,3.83,73515,862580.0,517548.0,Penguin,Young Adult
1945,Stuart Little,"E,B, White, Garth Williams",en,Intermediate,3.88,89033,352820.0,211692.0,"Amazon Digital Services,  Inc,",Children’s
1953,The Foundation Trilogy,Isaac Asimov,en,Excellent,4.39,72311,1060820.0,636492.0,Harper,Fiction
1999,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,en,Excellent,4.06,32626,352.82,0.0,"Amazon Digital Services,  Inc,",Politics
2000,The Austere Academy,"Lemony Snicket, Brett Helquist",en,Excellent,3.97,99311,116.82,0.0,"Amazon Digital Services,  Inc,",Mystery
2001,Seven Up,Janet Evanovich,en,Excellent,4.15,94506,1320420.0,792252.0,Harper,Thriller
2009,The Awakening,Kelley Armstrong,en,Excellent,4.16,95026,761.1,456.66,Simon and Schuster Digital Sales Inc,Children’s
2003,Death Masks,Jim Butcher,en,Excellent,4.32,83664,654.9,392.94,"Amazon Digital Services,  Inc,",Fantasy
1993,Stellaluna,Janell Cannon,en,Excellent,4.22,87423,116820.0,70092.0,"Amazon Digital Services,  Inc,",Historical Fiction
2007,Before They Are Hanged,Joe Abercrombie,en,Excellent,4.27,68865,116820.0,70092.0,Random,Thriller
2007,Loving Frank,Nancy Horan,en,Intermediate,3.73,72734,824820.0,494892.0,Hachette,Children’s
2002,Hard Eight,"Janet Evanovich, Lorelei King",en,Excellent,4.17,93057,1060820.0,636492.0,Random,Fantasy
2001,The Vile Village,"Lemony Snicket, Brett Helquist",en,Excellent,3.94,89733,706820.0,424092.0,Penguin,Historical Fiction
1973,Sybil,Flora Rheta Schreiber,en,Intermediate,3.99,72493,502680.0,301608.0,Harper,Biography
1980,Cosmos,Carl Sagan,en,Excellent,4.35,76440,1131620.0,678972.0,Penguin,Politics
2005,Haunted: A Novel of Stories,Chuck Palahniuk,en,Intermediate,3.59,68861,234820.0,140892.0,Simon and Schuster Digital Sales Inc,Horror
1987,The Shell Seekers,Rosamunde Pilcher,en,Excellent,4.13,73573,588.82,0.0,"Amazon Digital Services,  Inc,",Fantasy
2006,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,en,Excellent,4.16,59333,1680320.0,1008192.0,Penguin,Memoir
1981,Chronicle of a Death Foretold,Gabriel Garcia,en,Intermediate,3.95,56200,1128080.0,676848.0,Simon and Schuster Digital Sales Inc,Science Fiction
2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",en,Excellent,4.02,71868,872020.0,523212.0,"Amazon Digital Services,  Inc,",Science Fiction
2013,The Lowland,Jhumpa Lahiri,en,Excellent,3.82,62231,470820.0,282492.0,"Amazon Digital Services,  Inc,",Historical Fiction
2004,The Ruins of Gorlan,John Flanagan,en,Excellent,4.2,83085,824820.0,494892.0,Random,Fantasy
2009,Wintergirls,Laurie Halse Anderson,en,Intermediate,3.98,87665,352.82,0.0,"Amazon Digital Services,  Inc,",Young Adult
2000,The Brethren,John Grisham,en,Intermediate,3.71,69351,942820.0,565692.0,Penguin,Thriller
1997,Assassin's Quest,Robin Hobb,en,Excellent,4.18,67125,470.82,0.0,"Amazon Digital Services,  Inc,",Fantasy
1967,Rosemary's Baby,Ira Levin,en,Intermediate,3.96,78766,588.82,0.0,"Amazon Digital Services,  Inc,",Horror
1984,The Talisman,"Stephen King, Peter Straub",en,Excellent,4.12,79508,234820.0,140892.0,"Amazon Digital Services,  Inc,",Fantasy
1998,The Path of Daggers,Robert Jordan,en,Excellent,3.9,74815,234820.0,140892.0,"Amazon Digital Services,  Inc,",Fantasy
1958,The Dharma Bums,Jack Kerouac,en,Intermediate,3.94,62454,725.7,435.42,"Amazon Digital Services,  Inc,",Historical Fiction
2010,The Reckoning,Kelley Armstrong,en,Excellent,4.21,92922,466.83,0.0,"Amazon Digital Services,  Inc,",Fantasy
2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,en,Intermediate,3.97,69596,934830.0,560898.0,Random,Nonfiction
1934,Mary Poppins,"P,L, Travers, Mary Shepard",en,Excellent,4.05,82706,349830.0,209898.0,"Amazon Digital Services,  Inc,",Children’s
2007,Red Seas Under Red Skies,Scott Lynch,en,Excellent,4.23,68255,349830.0,209898.0,"Amazon Digital Services,  Inc,",Fantasy
1984,The House on Mango Street,Sandra Cisneros,en,Intermediate,3.57,81579,115.83,0.0,"Amazon Digital Services,  Inc,",Young Adult
2008,City of Thieves,David Benioff,en,Excellent,4.28,68063,232830.0,139698.0,Harper,Historical Fiction
2007,Halfway to the Grave,Jeaniene Frost,en,Excellent,4.18,106608,232830.0,139698.0,"Amazon Digital Services,  Inc,",Fantasy
1980,The Twits,"Roald Dahl, Quentin Blake",en,Intermediate,3.94,82458,855270.0,513162.0,Random,Children’s
2003,Abhorsen,Garth Nix,en,Excellent,4.29,80740,1519830.0,911898.0,"Amazon Digital Services,  Inc,",Fantasy
2002,The Beach House,"James Patterson, Peter de Jonge",en,Intermediate,3.82,68676,466.83,0.0,"Amazon Digital Services,  Inc,",Thriller
1987,Eyes of the Dragon,Stephen King,en,Excellent,3.92,72714,700830.0,420498.0,Harper,Fantasy
1976,Children of Dune,Frank Herbert,en,Intermediate,3.9,74133,115.83,0.0,"Amazon Digital Services,  Inc,",Fiction
2011,Leviathan Wakes,"James S,A, Corey",en,Excellent,4.2,68416,1689480.0,1013688.0,Harper,Science Fiction
2015,Queen of Shadows,"Sarah J, Maas",en,Excellent,4.6,99067,349830.0,209898.0,Macmillan,Fantasy
1991,Maus II : And Here My Troubles Began ,Art Spiegelman,en,Famous,4.41,90147,583830.0,350298.0,Hachette,Graphic Novel
1962,The Snowy Day,Ezra Jack Keats,en,Excellent,4.13,81914,1170.0,702.0,"Amazon Digital Services,  Inc,",Children’s
2003,To the Nines,Janet Evanovich,en,Excellent,4.16,86963,1402830.0,841698.0,Penguin,Horror
2012,Where We Belong,Emily Giffin,en,Intermediate,3.86,68224,115.83,0.0,"Amazon Digital Services,  Inc,",Romance
1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,en,Excellent,4.1,72207,349.83,0.0,"Amazon Digital Services,  Inc,",Nonfiction
1999,Sputnik Sweetheart,"Haruki Murakami, Philip Gabriel",en,Intermediate,3.82,62229,1084590.0,650754.0,Penguin,Fiction
2012,The Signature of All Things,Elizabeth Gilbert,en,Intermediate,3.81,61135,232830.0,139698.0,"Amazon Digital Services,  Inc,",Historical Fiction
2003,"Eats, Shoots and Leaves",Lynne Truss,en,Intermediate,3.86,79117,466.83,0.0,"Amazon Digital Services,  Inc,",Graphic Novel
2004,Dead Witch Walking,Kim Harrison,en,Excellent,4.04,91390,349.83,0.0,"Amazon Digital Services,  Inc,",Fantasy
2009,An Echo in the Bone,Diana Gabaldon,en,Excellent,4.42,68854,1391130.0,834678.0,Simon and Schuster Digital Sales Inc,Historical Fiction
2011,Unearthly,Cynthia Hand,en,Excellent,4.06,99942,232830.0,139698.0,Hachette,Fantasy
1988,The Case for Christ,Lee Strobel,en,Excellent,4.1,67128,799110.0,479466.0,Macmillan,Nonfiction
2005,Knife of Dreams,Robert Jordan,en,Excellent,4.12,71379,349.83,0.0,"Amazon Digital Services,  Inc,",Fantasy
2002,Hoot,Carl Hiaasen,en,Intermediate,3.81,75275,583830.0,350298.0,Penguin,Young Adult
2012,This is How You Lose Her,Junot DÃÂ­az,en,Intermediate,3.75,66720,624080.0,374448.0,"Amazon Digital Services,  Inc,",Science Fiction
2004,After Dark,"Haruki Murakami, Jay Rubin",en,Intermediate,3.68,181000,694.84,0.0,"Amazon Digital Services,  Inc,",Fiction
1992,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,en,Intermediate,3.97,63304,892040.0,535224.0,Random,Philosophy
2010,It's Not Summer Without You,Jenny Han,en,Excellent,4.14,80367,346.84,0.0,"Amazon Digital Services,  Inc,",Young Adult
2012,Pushing the Limits,Katie McGarry,en,Excellent,4.08,93818,462.84,0.0,"Amazon Digital Services,  Inc,",Young Adult
2001,Quidditch Through the Ages,"Kennilworthy Whisp, J,K, Rowling",en,Intermediate,3.85,90908,114840.0,68904.0,Random,Historical Fiction
1977,Miss Nelson Is Missing!,"Harry Allard, James  Marshall",en,Excellent,4.26,77206,1158840.0,695304.0,Penguin,Children’s
1979,The Long Walk,"Richard Bachman, Stephen King",en,Excellent,4.11,71775,462840.0,277704.0,Hachette,Thriller
2001,The Ersatz Elevator,"Lemony Snicket, Brett Helquist",en,Excellent,4.01,90071,230840.0,138504.0,Random,Children’s
2004,Messenger ,Lois Lowry,en,Intermediate,3.9,79746,462840.0,277704.0,"Amazon Digital Services,  Inc,",Dystopian
2007,Lover Revealed,"J,R, Ward",en,Excellent,4.3,97830,694.84,0.0,"Amazon Digital Services,  Inc,",Fantasy
2005,'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N, Uelsmann",en,Excellent,4.25,72797,770240.0,462144.0,Hachette,Horror
2007,The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",en,Excellent,4.14,87335,114840.0,68904.0,"Amazon Digital Services,  Inc,",Children’s
2007,God is Not Great: How Religion Poisons Everything,Christopher Hitchens,en,Intermediate,3.96,64347,694840.0,416904.0,"Amazon Digital Services,  Inc,",Nonfiction
2013,"Never Too Far (Too Far, #2)",Abbi Glines,en,Excellent,4.21,97616,114840.0,68904.0,"Amazon Digital Services,  Inc,",Young Adult
2004,State of Fear,Michael Crichton,en,Intermediate,3.69,65397,114840.0,68904.0,"Amazon Digital Services,  Inc,",Thriller
2012,The Statistical Probability of Love at First Sight,"Jennifer E, Smith",en,Intermediate,3.8,89356,114.84,0.0,"Amazon Digital Services,  Inc,",Romance
2004,The Golem's Eye,Jonathan Stroud,en,Excellent,4.09,69058,810840.0,486504.0,Simon and Schuster Digital Sales Inc,Fantasy
1980,Still Life with Woodpecker,Tom Robbins,en,Excellent,4.04,56802,346.84,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2004,Those Who Save Us,Jenna Blum,en,Excellent,4.12,68480,114.84,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2005,The Broker,John Grisham,en,Intermediate,3.77,65428,114840.0,68904.0,"Amazon Digital Services,  Inc,",Thriller
2011,Across the Universe,Beth Revis,en,Intermediate,3.78,94176,462.84,0.0,"Amazon Digital Services,  Inc,",Science Fiction
1978,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth","M, Scott Peck",en,Excellent,4.03,61238,1042840.0,625704.0,"Amazon Digital Services,  Inc,",Historical Fiction
2004,Blood Rites,Jim Butcher,en,Excellent,4.33,79627,1041680.0,625008.0,"Amazon Digital Services,  Inc,",Fantasy
1942,The Boxcar Children,"Gertrude Chandler Warner, L, Kate Deal",en,Excellent,4.09,92916,1506840.0,904104.0,Simon and Schuster Digital Sales Inc,Children’s
2013,The Silent Wife,"A,S,A, Harrison",en,Novice,3.3,60323,784160.0,470496.0,"Amazon Digital Services,  Inc,",Thriller
2011,How to Be a Woman,Caitlin Moran,en,Intermediate,3.73,70446,346.84,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2016,A Court of Mist and Fury,"Sarah J, Maas",en,Excellent,4.72,108384,1158840.0,695304.0,Simon and Schuster Digital Sales Inc,Fantasy
2010,Life,Keith Richards,en,Intermediate,3.84,60409,926840.0,556104.0,Random,Biography
2008,Unaccustomed Earth,Jhumpa Lahiri,en,Excellent,4.11,60126,458.85,0.0,"Amazon Digital Services,  Inc,",Science Fiction
1998,The Pilot's Wife,Anita Shreve,en,Intermediate,3.5,71777,1367.35,820.41,Simon and Schuster Digital Sales Inc,Romance
1985,White Noise,Don DeLillo,en,Intermediate,3.86,55678,573.85,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
1992,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest","Stephen E, Ambrose",en,Famous,4.42,66079,343.85,0.0,"Amazon Digital Services,  Inc,",Science Fiction
2003,Blankets,Craig Thompson,en,Excellent,4.06,70454,343.85,0.0,"Amazon Digital Services,  Inc,",Graphic Novel
2008,The Story of Edgar Sawtelle,David Wroblewski,en,Intermediate,3.6,70382,343.85,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2000,Drowning Ruth,Christina Schwarz,en,Intermediate,3.73,67768,573.85,0.0,"Amazon Digital Services,  Inc,",Romance
1971,Post Office,Charles Bukowski,en,Excellent,4.01,59295,343.85,206.31,Harper,Satire
1992,All the Pretty Horses,Cormac McCarthy,en,Excellent,3.97,68451,458.85,0.0,"Amazon Digital Services,  Inc,",Adventure
1997,"One Piece, Volume 01","EiichirÃÂ Oda, Andy Nakatani",en,Famous,4.42,67047,458.85,0.0,"Amazon Digital Services,  Inc,",Adventure
1968,The Last Unicorn,"Peter S, Beagle",en,Excellent,4.18,76277,343.85,0.0,"Amazon Digital Services,  Inc,",Fantasy
2005,Magyk,Angie Sage,en,Intermediate,3.8,86805,343.85,206.31,"Amazon Digital Services,  Inc,",Fantasy
2000,Fever 1793,Laurie Halse Anderson,en,Intermediate,3.89,81945,458.85,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2008,The Likeness,Tana French,en,Excellent,4.05,72480,803.85,482.31,Penguin,Thriller
2015,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,en,Excellent,4.07,61439,930.35,558.21,Penguin,Nonfiction
2013,I Am Pilgrim,Terry Hayes,en,Excellent,4.23,49740,573.85,344.31,"Amazon Digital Services,  Inc,",Thriller
1956,Howl and Other Poems ,"Allen Ginsberg, William Carlos Williams",en,Excellent,4.14,71968,1269.6,761.76,Harper,Historical Fiction
1997,Don't Sweat the Small Stuff,Richard Carlson,en,Intermediate,3.95,63324,884.35,530.61,Random,Nonfiction
2011,Go the Fuck to Sleep,"Adam Mansbach, Ricardo CortÃÂ©s",en,Excellent,4.26,71816,113.85,68.31,"Amazon Digital Services,  Inc,",Children’s
1992,Mostly Harmless,Douglas Adams,en,Excellent,3.96,72426,573.85,344.31,Simon and Schuster Digital Sales Inc,Science Fiction
2003,Benjamin Franklin: An American Life,Walter Isaacson,en,Excellent,3.96,70335,573.85,344.31,Macmillan,Biography
2011,The Tiger's Wife,TÃÂ©a Obreht,en,Novice,3.37,66104,113.85,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2005,Poison Study,"Maria V, Snyder",en,Excellent,4.16,96417,343.85,0.0,"Amazon Digital Services,  Inc,",Fantasy
2007,Lover Unbound,"J,R, Ward",en,Excellent,4.33,97514,910860.0,546516.0,"Amazon Digital Services,  Inc,",Romance
2004,Going Postal,Terry Pratchett,en,Excellent,4.36,75186,1366860.0,820116.0,Penguin,Fantasy
1980,The Mist,Stephen King,en,Excellent,3.92,82062,340860.0,204516.0,"Amazon Digital Services,  Inc,",Thriller
2005,Dead Beat,Jim Butcher,en,Excellent,4.43,78123,568.86,0.0,"Amazon Digital Services,  Inc,",Fantasy
2015,Golden Son,Pierce Brown,en,Excellent,4.46,57614,112.86,0.0,"Amazon Digital Services,  Inc,",Science Fiction
2002,Night Watch,Terry Pratchett,en,Excellent,4.47,71271,910860.0,546516.0,"Amazon Digital Services,  Inc,",Fantasy
1986,The Light Fantastic,Terry Pratchett,en,Excellent,3.94,75196,112860.0,67716.0,"Amazon Digital Services,  Inc,",Fantasy
2009,What the Dog Saw and Other Adventures,Malcolm Gladwell,en,Intermediate,3.82,65277,876660.0,525996.0,Random,Nonfiction
2015,Pretty Girls,Karin Slaughter,en,Intermediate,3.95,60737,226.86,0.0,"Amazon Digital Services,  Inc,",Thriller
2008,Last Argument of Kings,Joe Abercrombie,en,Excellent,4.26,65068,568860.0,341316.0,Macmillan,Fantasy
2014,Revival,Stephen King,en,Excellent,3.75,53662,568.86,0.0,"Amazon Digital Services,  Inc,",Horror
1954,Horton Hears a Who!,"Dr, Seuss",en,Excellent,4.16,80883,112860.0,67716.0,"Amazon Digital Services,  Inc,",Children’s
2006,The Blind Side: Evolution of a Game,Michael   Lewis,en,Excellent,4.16,37792,226860.0,136116.0,Harper,Nonfiction
2001,Lirael,Garth Nix,en,Excellent,4.29,78903,876660.0,525996.0,Penguin,Young Adult
2006,School's Out Forever,James Patterson,en,Excellent,4.16,90157,340860.0,204516.0,"Amazon Digital Services,  Inc,",Young Adult
2015,Winter,Marissa Meyer,en,Famous,4.49,100464,397.86,0.0,"Amazon Digital Services,  Inc,",Science Fiction
2012,The Hunger games,Emily Seife,en,Famous,4.4,67264,340.86,0.0,"Amazon Digital Services,  Inc,",Young Adult
2008,The Painted Man,"Peter V, Brett",en,Excellent,4.27,64416,454860.0,272916.0,"Amazon Digital Services,  Inc,",Fantasy
2005,One Shot,Lee Child,en,Excellent,4.2,63335,340860.0,204516.0,Simon and Schuster Digital Sales Inc,Thriller
2012,The Serpent's Shadow,Rick Riordan,en,Excellent,4.28,82757,345.42,0.0,"Amazon Digital Services,  Inc,",Fantasy
2008,Duma Key,Stephen King,en,Excellent,3.93,73807,844740.0,506844.0,Macmillan,Horror
2006,The Shifting Fog,Kate Morton,en,Excellent,3.93,69948,228.0,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2006,Proven Guilty,Jim Butcher,en,Excellent,4.41,75133,778620.0,467172.0,Simon and Schuster Digital Sales Inc,Fantasy
1940,The Heart is a Lonely Hunter,Carson McCullers,en,Intermediate,3.97,67643,454.86,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2014,The Infinite Sea,Rick Yancey,en,Intermediate,3.94,78314,454.86,0.0,"Amazon Digital Services,  Inc,",Science Fiction
1958,The Once and Future King,"T,H, White",en,Excellent,4.08,76911,746.7,448.02,Macmillan,Fantasy
1992,Small Gods,Terry Pratchett,en,Excellent,4.27,72588,1220.4,732.24,Harper,Fantasy
1999,"Bud, Not Buddy",Christopher Paul Curtis,en,Intermediate,3.89,73000,431660.0,258996.0,"Amazon Digital Services,  Inc,",Children’s
2007,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,en,Excellent,4.1,61496,563.87,0.0,"Amazon Digital Services,  Inc,",Nonfiction
1980,The Indian in the Cupboard,Lynne Reid Banks,en,Intermediate,3.89,77046,450.87,0.0,"Amazon Digital Services,  Inc,",Children’s
2012,A Memory of Light,"Robert Jordan, Brandon Sanderson",en,Excellent,4.5,68410,450.87,0.0,"Amazon Digital Services,  Inc,",Fantasy
2012,Me and Earl and the Dying Girl,Jesse Andrews,en,Intermediate,3.58,82270,1241870.0,745122.0,Random,Young Adult
2010,The Ugly Truth,Jeff Kinney,en,Excellent,4.16,68701,111870.0,67122.0,"Amazon Digital Services,  Inc,",Children’s
2002,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Janet Evanovich,en,Excellent,4.34,63691,169.5,101.7,Harper,Mystery
1998,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",Simon Winchester,en,Intermediate,3.84,71411,450870.0,270522.0,Simon and Schuster Digital Sales Inc,Biography
2002,2nd Chance,"James Patterson, Andrew Gross",en,Excellent,4.01,68834,1388770.0,833262.0,Harper,Thriller
1986,The Complete Maus,Art Spiegelman,en,Famous,4.53,76785,111870.0,67122.0,"Amazon Digital Services,  Inc,",Graphic Novel
2001,The Eyre Affair,Jasper Fforde,en,Intermediate,3.92,85683,111870.0,67122.0,"Amazon Digital Services,  Inc,",Fantasy
1989,Anne Rice's The Vampire Lestat: The Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick GrÃÂ¶ss",en,Excellent,4.17,61842,111.87,0.0,"Amazon Digital Services,  Inc,",Graphic Novel
1998,The Art of Happiness: A Handbook for Living,"Dalai Lama XIV, Howard C, Cutler",en,Excellent,4.14,61498,1327.75,796.65,Random,Philosophy
2014,The Bone Clocks,David Mitchell,en,Intermediate,3.81,53151,781960.0,469176.0,Random,Historical Fiction
1998,Black and Blue,Anna Quindlen,en,Intermediate,3.86,67753,450870.0,270522.0,"Amazon Digital Services,  Inc,",Historical Fiction
2004,The Last Juror,John Grisham,en,Intermediate,3.85,63114,970670.0,582402.0,Penguin,Thriller
2003,Diary,Chuck Palahniuk,en,Intermediate,3.6,58428,1015870.0,609522.0,Hachette,Nonfiction
2005,Eleven on Top,Janet Evanovich,en,Excellent,4.15,84363,846370.0,507822.0,Penguin,Romance
2005,Tintenblut,"Cornelia Funke, Anthea Bell",en,Intermediate,3.91,82291,789870.0,473922.0,"Amazon Digital Services,  Inc,",Fantasy
2003,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,en,Intermediate,3.75,56548,111870.0,67122.0,"Amazon Digital Services,  Inc,",Children’s
1945,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,en,Intermediate,3.99,69087,224870.0,134922.0,"Amazon Digital Services,  Inc,",Historical Fiction
2007,White Night,Jim Butcher,en,Excellent,4.41,73534,111870.0,67122.0,"Amazon Digital Services,  Inc,",Fantasy
2014,The Miniaturist,Jessie Burton,en,Intermediate,3.58,56344,224870.0,134922.0,Harper,Historical Fiction
1984,Dragons of Autumn Twilight,"Margaret Weis, Tracy Hickman",en,Excellent,4.03,76219,992140.0,595284.0,Simon and Schuster Digital Sales Inc,Fantasy
2006,The Lost Colony,Eoin Colfer,en,Excellent,4.01,103844,282.5,169.5,"Amazon Digital Services,  Inc,",Science Fiction
2006,Extras,Scott Westerfeld,en,Intermediate,3.59,85873,110880.0,66528.0,"Amazon Digital Services,  Inc,",Dystopian
2005,The Burning Bridge,John Flanagan,en,Excellent,4.28,74156,838880.0,503328.0,Macmillan,Fantasy
2014,The Book of Life,Deborah Harkness,en,Excellent,4.15,63027,334.88,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
1992,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,en,Intermediate,3.89,66049,670.88,0.0,"Amazon Digital Services,  Inc,",Nonfiction
1992,The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith",en,Excellent,4.2,78487,334880.0,200928.0,"Amazon Digital Services,  Inc,",Children’s
2009,Horns,Joe Hill,en,Intermediate,3.92,66287,334880.0,200928.0,Hachette,Horror
2011,Catherine the Great: Portrait of a Woman,"Robert K, Massie",en,Intermediate,3.91,66591,110.88,0.0,"Amazon Digital Services,  Inc,",Biography
2009,The Year of the Flood,Margaret Atwood,en,Excellent,4.05,68597,894880.0,536928.0,Simon and Schuster Digital Sales Inc,Dystopian
2009,Winter Garden,Kristin Hannah,en,Excellent,4.13,66577,334.88,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2003,The King of Torts,John Grisham,en,Intermediate,3.67,61835,670880.0,402528.0,Harper,Thriller
2006,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",en,Excellent,4.34,46551,446.88,0.0,"Amazon Digital Services,  Inc,",Nonfiction
2008,The 3 Mistakes of My Life,Chetan Bhagat,en,Intermediate,2.97,53331,894880.0,536928.0,Random,Nonfiction
1926,The Murder of Roger Ackroyd,Agatha Christie,en,Excellent,4.2,71354,842240.0,505344.0,"Amazon Digital Services,  Inc,",Mystery
1940,Native Son ,Richard Wright,en,Intermediate,3.96,66194,334.88,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2008,Shadow's Edge,Brent Weeks,en,Excellent,4.27,66390,1326080.0,795648.0,Random,Fantasy
2011,Under the Never Sky,Veronica Rossi,en,Excellent,4.01,74029,446.88,0.0,"Amazon Digital Services,  Inc,",Science Fiction
2003,True Believer,Nicholas Sparks,en,Excellent,3.8,62840,558.88,0.0,"Amazon Digital Services,  Inc,",Romance
2011,The Lean StartupÃ¢â¬Å½,Eric Ries,en,Excellent,4.04,86284,110880.0,66528.0,"Amazon Digital Services,  Inc,",Dystopian
2012,The Golden Lily,Richelle Mead,en,Excellent,4.36,86929,1230880.0,738528.0,Penguin,Romance
2008,Chasing Harry Winston,Lauren Weisberger,en,Novice,3.32,63342,558880.0,335328.0,Random,Fiction
1983,Magician's Gambit,David Eddings,en,Excellent,4.13,69616,334.88,0.0,"Amazon Digital Services,  Inc,",Fantasy
2009,The Stand: Captain Trips,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",en,Famous,4.43,71000,838880.0,503328.0,Penguin,Horror
1960,The Rise and Fall of the Third Reich: A History of Nazi Germany,"William L, Shirer",en,Excellent,4.15,64391,334880.0,200928.0,Harper,Nonfiction
2005,A Long Way Down,Nick Hornby,en,Intermediate,3.41,59843,446880.0,268128.0,Hachette,Nonfiction
1993,Out from Boneville,"Jeff Smith, Steve Hamaker",en,Excellent,4.16,62330,670.88,0.0,"Amazon Digital Services,  Inc,",Graphic Novel
1995,Rose Madder,Stephen King,en,Excellent,3.66,70921,222880.0,133728.0,Simon and Schuster Digital Sales Inc,Horror
1998,"Die Trying (Jack Reacher, #2)",Lee Child,en,Excellent,4.0,62128,334880.0,200928.0,Macmillan,Thriller
2011,Beautiful Chaos,"Kami Garcia, Margaret Stohl, Paz Pruneda",en,Intermediate,3.95,69709,222880.0,133728.0,Hachette,Young Adult
1999,Keeping Faith,Jodi Picoult,en,Intermediate,3.79,62405,109.89,0.0,"Amazon Digital Services,  Inc,",Nonfiction
2007,Heart-Shaped Box,Joe Hill,en,Intermediate,3.82,65005,331.89,0.0,"Amazon Digital Services,  Inc,",Horror
2010,Cabin Fever,Jeff Kinney,en,Excellent,4.21,63347,1330890.0,798534.0,Penguin,Children’s
2008,The Way of Shadows,Brent Weeks,en,Excellent,4.29,174000,442.89,0.0,"Amazon Digital Services,  Inc,",Fantasy
2005,Everyone Worth Knowing,Lauren Weisberger,en,Novice,3.39,59932,109.89,0.0,"Amazon Digital Services,  Inc,",Nonfiction
1986,Redwall,Brian Jacques,en,Excellent,4.11,73918,331.89,0.0,"Amazon Digital Services,  Inc,",Children’s
2016,The Woman in Cabin 10,Ruth Ware,en,Intermediate,3.67,90541,109890.0,65934.0,"Amazon Digital Services,  Inc,",Thriller
1979,Sophie's Choice,William Styron,en,Excellent,4.18,66923,220890.0,132534.0,"Amazon Digital Services,  Inc,",Historical Fiction
2004,Shopaholic and Sister,Sophie Kinsella,en,Intermediate,3.64,69007,331.89,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2010,The Iron Daughter,Julie Kagawa,en,Excellent,4.13,93340,331.89,0.0,"Amazon Digital Services,  Inc,",Young Adult
2000,The Prayer of Jabez:  Breaking Through to the Blessed Life,"Bruce H, Wilkinson",en,Intermediate,3.92,57468,899.1,539.46,"Amazon Digital Services,  Inc,",Historical Fiction
2012,The Age of Miracles,Karen Thompson Walker,en,Intermediate,3.64,61296,1314240.0,788544.0,Random,Science Fiction
2009,Have a Little Faith: A True Story,Mitch Albom,en,Excellent,4.16,60002,220890.0,132534.0,Hachette,Memoir
2006,My Life in France,"Julia Child, Alex Prud'Homme",en,Excellent,4.16,63100,1330890.0,798534.0,Penguin,Memoir
2014,The Rosie Effect,Graeme Simsion,en,Intermediate,3.56,27308,1225440.0,735264.0,Macmillan,Romance
